Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue
SRR7221983,WGS,assembly,230,520756583,PRJNA437462,SAMN09267567,Model organism or animal,387793404,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-24,SRX4128333,Illumina HiSeq 2500,VB-24,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000150_VB.bam,female,SRP149029,fin clip
SRR7221984,WGS,assembly,230,569836038,PRJNA437462,SAMN09267533,Model organism or animal,404423009,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,GB-33,SRX4128332,Illumina HiSeq 2500,GB-33,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000100_GB.bam,female,SRP149029,fin clip
SRR7221985,WGS,assembly,230,335847990,PRJNA437462,SAMN09267555,Model organism or animal,337905692,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,VB-12,SRX4128331,Illumina HiSeq 2500,VB-12,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000135_VB.bam,male,SRP149029,fin clip
SRR7221986,WGS,assembly,228,220001334,PRJNA437462,SAMN09267534,Model organism or animal,316679241,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,GB-34,SRX4128330,Illumina HiSeq 2500,GB-34,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000101_GB.bam,female,SRP149029,fin clip
SRR7221987,WGS,assembly,230,699229423,PRJNA437462,SAMN09267535,Model organism or animal,441268754,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,GB-35,SRX4128329,Illumina HiSeq 2500,GB-35,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000102_GB.bam,female,SRP149029,fin clip
SRR7221988,WGS,assembly,231,741787133,PRJNA437462,SAMN09267526,Model organism or animal,450564312,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-26,SRX4128328,Illumina HiSeq 2500,GB-26,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000089_GB.bam,female,SRP149029,fin clip
SRR7221989,WGS,assembly,230,1198683805,PRJNA437462,SAMN09267536,Model organism or animal,588201804,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-36,SRX4128327,Illumina HiSeq 2500,GB-36,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000103_GB.bam,female,SRP149029,fin clip
SRR7221990,WGS,assembly,232,873361849,PRJNA437462,SAMN09267697,Model organism or animal,472949687,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-34,SRX4128326,Illumina HiSeq 2500,BNP-34,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000352_BNP.bam,female,SRP149029,fin clip
SRR7221991,WGS,assembly,231,487913437,PRJNA437462,SAMN09267696,Model organism or animal,379848207,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BNP-33,SRX4128325,Illumina HiSeq 2500,BNP-33,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000351_BNP.bam,female,SRP149029,fin clip
SRR7221992,WGS,assembly,231,521007553,PRJNA437462,SAMN09267699,Model organism or animal,388343784,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BNP-36,SRX4128324,Illumina HiSeq 2500,BNP-36,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000355_BNP.bam,female,SRP149029,fin clip
SRR7221993,WGS,assembly,231,570170685,PRJNA437462,SAMN09267698,Model organism or animal,399898265,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-35,SRX4128323,Illumina HiSeq 2500,BNP-35,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000354_BNP.bam,female,SRP149029,fin clip
SRR7221994,WGS,assembly,233,190065850,PRJNA437462,SAMN09267620,Model organism or animal,292057651,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,PB-28,SRX4128322,Illumina HiSeq 2500,PB-28,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000211_PB.bam,male,SRP149029,fin clip
SRR7221995,WGS,assembly,230,213083400,PRJNA437462,SAMN09267621,Model organism or animal,304679822,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,PB-29,SRX4128321,Illumina HiSeq 2500,PB-29,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000212_PB.bam,male,SRP149029,fin clip
SRR7221996,WGS,assembly,230,691338690,PRJNA437462,SAMN09267695,Model organism or animal,442199786,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-32,SRX4128320,Illumina HiSeq 2500,BNP-32,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000350_BNP.bam,female,SRP149029,fin clip
SRR7221997,WGS,assembly,232,171947531,PRJNA437462,SAMN09267694,Model organism or animal,290940878,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BNP-31,SRX4128319,Illumina HiSeq 2500,BNP-31,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000349_BNP.bam,female,SRP149029,fin clip
SRR7221998,WGS,assembly,232,637367250,PRJNA437462,SAMN09267616,Model organism or animal,409234373,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,PB-24,SRX4128318,Illumina HiSeq 2500,PB-24,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000206_PB.bam,female,SRP149029,fin clip
SRR7221999,WGS,assembly,231,556695346,PRJNA437462,SAMN09267617,Model organism or animal,392829227,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,PB-25,SRX4128317,Illumina HiSeq 2500,PB-25,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000207_PB.bam,male,SRP149029,fin clip
SRR7222000,WGS,assembly,234,361440432,PRJNA437462,SAMN09267618,Model organism or animal,332450042,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,PB-26,SRX4128316,Illumina HiSeq 2500,PB-26,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000209_PB.bam,male,SRP149029,fin clip
SRR7222001,WGS,assembly,230,326021850,PRJNA437462,SAMN09267619,Model organism or animal,335251352,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,PB-27,SRX4128315,Illumina HiSeq 2500,PB-27,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000210_PB.bam,male,SRP149029,fin clip
SRR7222002,WGS,assembly,233,417973514,PRJNA437462,SAMN09267612,Model organism or animal,349947055,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-20,SRX4128314,Illumina HiSeq 2500,PB-20,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000202_PB.bam,female,SRP149029,fin clip
SRR7222003,WGS,assembly,232,389893816,PRJNA437462,SAMN09267613,Model organism or animal,344925064,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,PB-21,SRX4128313,Illumina HiSeq 2500,PB-21,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000203_PB.bam,female,SRP149029,fin clip
SRR7222004,WGS,assembly,232,336588763,PRJNA437462,SAMN09267614,Model organism or animal,330656817,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,PB-22,SRX4128312,Illumina HiSeq 2500,PB-22,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000204_PB.bam,female,SRP149029,fin clip
SRR7222005,WGS,assembly,232,564206338,PRJNA437462,SAMN09267615,Model organism or animal,387857297,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-23,SRX4128311,Illumina HiSeq 2500,PB-23,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000205_PB.bam,female,SRP149029,fin clip
SRR7222006,WGS,assembly,231,695118408,PRJNA437462,SAMN09267491,Model organism or animal,437308210,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-15,SRX4128310,Illumina HiSeq 2500,SP-15,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000041_SP.bam,male,SRP149029,fin clip
SRR7222007,WGS,assembly,232,694387096,PRJNA437462,SAMN09267490,Model organism or animal,431249402,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SP-14,SRX4128309,Illumina HiSeq 2500,SP-14,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000039_SP.bam,male,SRP149029,fin clip
SRR7222008,WGS,assembly,232,1057466658,PRJNA437462,SAMN09267483,Model organism or animal,527605133,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-7,SRX4128308,Illumina HiSeq 2500,SP-7,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000025_SP.bam,male,SRP149029,fin clip
SRR7222009,WGS,assembly,230,500630081,PRJNA437462,SAMN09267482,Model organism or animal,390455043,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-6,SRX4128307,Illumina HiSeq 2500,SP-6,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000024_SP.bam,male,SRP149029,fin clip
SRR7222010,WGS,assembly,232,938428023,PRJNA437462,SAMN09267485,Model organism or animal,503050390,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,SP-9,SRX4128306,Illumina HiSeq 2500,SP-9,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000032_SP.bam,male,SRP149029,fin clip
SRR7222011,WGS,assembly,231,635182559,PRJNA437462,SAMN09267484,Model organism or animal,421292964,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-8,SRX4128305,Illumina HiSeq 2500,SP-8,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000031_SP.bam,male,SRP149029,fin clip
SRR7222012,WGS,assembly,231,520759613,PRJNA437462,SAMN09267487,Model organism or animal,393040469,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-11,SRX4128304,Illumina HiSeq 2500,SP-11,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000035_SP.bam,male,SRP149029,fin clip
SRR7222013,WGS,assembly,232,832301527,PRJNA437462,SAMN09267486,Model organism or animal,465240621,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,SP-10,SRX4128303,Illumina HiSeq 2500,SP-10,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000033_SP.bam,male,SRP149029,fin clip
SRR7222014,WGS,assembly,232,1062189356,PRJNA437462,SAMN09267489,Model organism or animal,535725406,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-13,SRX4128302,Illumina HiSeq 2500,SP-13,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000037_SP.bam,male,SRP149029,fin clip
SRR7222015,WGS,assembly,229,681220779,PRJNA437462,SAMN09267488,Model organism or animal,447784068,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SP-12,SRX4128301,Illumina HiSeq 2500,SP-12,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000036_SP.bam,male,SRP149029,fin clip
SRR7222016,WGS,assembly,229,466491010,PRJNA437462,SAMN09267730,Model organism or animal,376955386,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BB-19,SRX4128300,Illumina HiSeq 2500,BB-19,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000411_BB.bam,female,SRP149029,fin clip
SRR7222017,WGS,assembly,231,700480847,PRJNA437462,SAMN09267523,Model organism or animal,443590326,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-23,SRX4128299,Illumina HiSeq 2500,GB-23,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000086_GB.bam,female,SRP149029,fin clip
SRR7222018,WGS,assembly,231,443911160,PRJNA437462,SAMN09267731,Model organism or animal,364179603,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BB-20,SRX4128298,Illumina HiSeq 2500,BB-20,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000413_BB.bam,female,SRP149029,fin clip
SRR7222019,WGS,assembly,231,944710944,PRJNA437462,SAMN09267541,Model organism or animal,509884789,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,GB-41,SRX4128297,Illumina HiSeq 2500,GB-41,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000116_GB.bam,female,SRP149029,fin clip
SRR7222020,WGS,assembly,232,476359443,PRJNA437462,SAMN09267722,Model organism or animal,369412356,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BB-11,SRX4128296,Illumina HiSeq 2500,BB-11,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000402_BB.bam,male,SRP149029,fin clip
SRR7222021,WGS,assembly,231,310865959,PRJNA437462,SAMN09267723,Model organism or animal,329307934,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BB-12,SRX4128295,Illumina HiSeq 2500,BB-12,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000403_BB.bam,male,SRP149029,fin clip
SRR7222022,WGS,assembly,233,143243111,PRJNA437462,SAMN09267631,Model organism or animal,281997461,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-39,SRX4128294,Illumina HiSeq 2500,PB-39,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000228_PB.bam,female,SRP149029,fin clip
SRR7222023,WGS,assembly,233,311574164,PRJNA437462,SAMN09267630,Model organism or animal,323217928,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-38,SRX4128293,Illumina HiSeq 2500,PB-38,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000227_PB.bam,female,SRP149029,fin clip
SRR7222024,WGS,assembly,232,604889840,PRJNA437462,SAMN09267726,Model organism or animal,402397142,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BB-15,SRX4128292,Illumina HiSeq 2500,BB-15,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000407_BB.bam,female,SRP149029,fin clip
SRR7222025,WGS,assembly,231,386529777,PRJNA437462,SAMN09267727,Model organism or animal,351781587,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BB-16,SRX4128291,Illumina HiSeq 2500,BB-16,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000408_BB.bam,female,SRP149029,fin clip
SRR7222026,WGS,assembly,232,698157319,PRJNA437462,SAMN09267728,Model organism or animal,428634721,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BB-17,SRX4128290,Illumina HiSeq 2500,BB-17,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000409_BB.bam,female,SRP149029,fin clip
SRR7222027,WGS,assembly,232,606502711,PRJNA437462,SAMN09267729,Model organism or animal,405719233,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BB-18,SRX4128289,Illumina HiSeq 2500,BB-18,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000410_BB.bam,female,SRP149029,fin clip
SRR7222028,WGS,assembly,231,239187551,PRJNA437462,SAMN09267625,Model organism or animal,307894586,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-33,SRX4128288,Illumina HiSeq 2500,PB-33,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000217_PB.bam,female,SRP149029,fin clip
SRR7222029,WGS,assembly,233,404792350,PRJNA437462,SAMN09267624,Model organism or animal,347558047,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-32,SRX4128287,Illumina HiSeq 2500,PB-32,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000215_PB.bam,female,SRP149029,fin clip
SRR7222030,WGS,assembly,232,194500222,PRJNA437462,SAMN09267623,Model organism or animal,294910062,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-31,SRX4128286,Illumina HiSeq 2500,PB-31,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000214_PB.bam,female,SRP149029,fin clip
SRR7222031,WGS,assembly,233,400920133,PRJNA437462,SAMN09267622,Model organism or animal,345644347,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-30,SRX4128285,Illumina HiSeq 2500,PB-30,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000213_PB.bam,male,SRP149029,fin clip
SRR7222032,WGS,assembly,233,398691940,PRJNA437462,SAMN09267629,Model organism or animal,345200186,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-37,SRX4128284,Illumina HiSeq 2500,PB-37,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000226_PB.bam,female,SRP149029,fin clip
SRR7222033,WGS,assembly,230,503410074,PRJNA437462,SAMN09267628,Model organism or animal,384144642,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,PB-36,SRX4128283,Illumina HiSeq 2500,PB-36,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000225_PB.bam,female,SRP149029,fin clip
SRR7222034,WGS,assembly,233,369819734,PRJNA437462,SAMN09267627,Model organism or animal,338116622,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,PB-35,SRX4128282,Illumina HiSeq 2500,PB-35,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000223_PB.bam,female,SRP149029,fin clip
SRR7222035,WGS,assembly,234,276442445,PRJNA437462,SAMN09267626,Model organism or animal,312587393,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,PB-34,SRX4128281,Illumina HiSeq 2500,PB-34,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000219_PB.bam,female,SRP149029,fin clip
