Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Breed,Bytes,Center Name,Collection_date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Strain,Tissue
SRR4781828,Not applicable,WGS,assembly,199,6397440500,PRJNA323589,SAMN05930631,Model organism or animal,Not applicable,3824134872,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,New Bedford Harbor,SRX2313751,Illumina HiSeq 2500,NBH-41,41.6676 N 70.9159 W,NBH-41,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-41,male,SRP092392,Not applicable,caudal fin
SRR4781830,Not applicable,WGS,assembly,199,7954224760,PRJNA323589,SAMN05930632,Model organism or animal,Not applicable,4818255068,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,New Bedford Harbor,SRX2313752,Illumina HiSeq 2500,NBH-42,41.6676 N 70.9159 W,NBH-42,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-42,female,SRP092392,Not applicable,caudal fin
SRR7208803,Not applicable,WGS,assembly,202,769677166,PRJNA323589,SAMN05930679,Model organism or animal,Not applicable,480952176,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,fasta,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,Newark,SRX4117866,Illumina HiSeq 2500,NYC-47,40.7006 N 74.1223 W,NYC-47,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-47,female,SRP092392,Not applicable,caudal fin
SRR7208804,Not applicable,WGS,assembly,202,794379140,PRJNA323589,SAMN05930681,Model organism or animal,Not applicable,484849140,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,fasta,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Newark,SRX4117865,Illumina HiSeq 2500,NYC-49,40.7006 N 74.1223 W,NYC-49,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-49,male,SRP092392,Not applicable,caudal fin
SRR7208805,Not applicable,WGS,assembly,202,884635972,PRJNA323589,SAMN05930680,Model organism or animal,Not applicable,504652476,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117864,Illumina HiSeq 2500,NYC-48,40.7006 N 74.1223 W,NYC-48,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-48,male,SRP092392,Not applicable,caudal fin
SRR7208806,Not applicable,WGS,assembly,202,756113876,PRJNA323589,SAMN05930683,Model organism or animal,Not applicable,475147316,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,Newark,SRX4117863,Illumina HiSeq 2500,NYC-51,40.7006 N 74.1223 W,NYC-51,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-51,male,SRP092392,Not applicable,caudal fin
SRR7208807,Not applicable,WGS,assembly,202,833372614,PRJNA323589,SAMN05930682,Model organism or animal,Not applicable,494341661,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,fasta,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Newark,SRX4117862,Illumina HiSeq 2500,NYC-50,40.7006 N 74.1223 W,NYC-50,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-50,female,SRP092392,Not applicable,caudal fin
SRR7208808,Not applicable,WGS,assembly,202,479237728,PRJNA323589,SAMN05930685,Model organism or animal,Not applicable,386521946,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,fasta,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Newark,SRX4117861,Illumina HiSeq 2500,NYC-53,40.7006 N 74.1223 W,NYC-53,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-53,female,SRP092392,Not applicable,caudal fin
SRR7208809,Not applicable,WGS,assembly,202,985408924,PRJNA323589,SAMN05930684,Model organism or animal,Not applicable,534326105,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Newark,SRX4117860,Illumina HiSeq 2500,NYC-52,40.7006 N 74.1223 W,NYC-52,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-52,female,SRP092392,Not applicable,caudal fin
SRR7208810,Not applicable,WGS,assembly,202,946466758,PRJNA323589,SAMN05930687,Model organism or animal,Not applicable,521003960,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,Newark,SRX4117859,Illumina HiSeq 2500,NYC-55,40.7006 N 74.1223 W,NYC-55,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-55,male,SRP092392,Not applicable,caudal fin
SRR7208811,Not applicable,WGS,assembly,202,740942868,PRJNA323589,SAMN05930686,Model organism or animal,Not applicable,470694323,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,Newark,SRX4117858,Illumina HiSeq 2500,NYC-54,40.7006 N 74.1223 W,NYC-54,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-54,female,SRP092392,Not applicable,caudal fin
SRR7208812,Not applicable,WGS,assembly,202,986325802,PRJNA323589,SAMN05930689,Model organism or animal,Not applicable,536324703,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,bam,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Newark,SRX4117857,Illumina HiSeq 2500,NYC-9,40.7006 N 74.1223 W,NYC-9,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-9,female,SRP092392,Not applicable,caudal fin
SRR7208813,Not applicable,WGS,assembly,202,767133380,PRJNA323589,SAMN05930688,Model organism or animal,Not applicable,473714762,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,Newark,SRX4117856,Illumina HiSeq 2500,NYC-8,40.7006 N 74.1223 W,NYC-8,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-8,female,SRP092392,Not applicable,caudal fin
SRR7208814,Not applicable,WGS,assembly,202,685662538,PRJNA323589,SAMN05930484,Model organism or animal,Not applicable,456700256,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Elizabeth River,SRX4117855,Illumina HiSeq 2500,ER-42,36.8078 N 76.2945 W,ER-42,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-42,female,SRP092392,Not applicable,caudal fin
SRR7208815,Not applicable,WGS,assembly,202,820695296,PRJNA323589,SAMN05930483,Model organism or animal,Not applicable,503938560,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117854,Illumina HiSeq 2500,ER-41,36.8078 N 76.2945 W,ER-41,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-41,female,SRP092392,Not applicable,caudal fin
SRR7208816,Not applicable,WGS,assembly,202,1556958026,PRJNA323589,SAMN05930486,Model organism or animal,Not applicable,712755549,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,Elizabeth River,SRX4117853,Illumina HiSeq 2500,ER-44,36.8078 N 76.2945 W,ER-44,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-44,female,SRP092392,Not applicable,caudal fin
SRR7208817,Not applicable,WGS,assembly,202,600394904,PRJNA323589,SAMN05930485,Model organism or animal,Not applicable,430375152,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,Elizabeth River,SRX4117852,Illumina HiSeq 2500,ER-43,36.8078 N 76.2945 W,ER-43,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-43,female,SRP092392,Not applicable,caudal fin
SRR7208818,Not applicable,WGS,assembly,202,734508966,PRJNA323589,SAMN05930488,Model organism or animal,Not applicable,472240598,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,Elizabeth River,SRX4117851,Illumina HiSeq 2500,ER-46,36.8078 N 76.2945 W,ER-46,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-46,female,SRP092392,Not applicable,caudal fin
SRR7208819,Not applicable,WGS,assembly,202,989044520,PRJNA323589,SAMN05930487,Model organism or animal,Not applicable,544613036,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,Elizabeth River,SRX4117850,Illumina HiSeq 2500,ER-45,36.8078 N 76.2945 W,ER-45,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-45,female,SRP092392,Not applicable,caudal fin
SRR7208820,Not applicable,WGS,assembly,202,523998504,PRJNA323589,SAMN05930490,Model organism or animal,Not applicable,410272362,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117849,Illumina HiSeq 2500,ER-48,36.8078 N 76.2945 W,ER-48,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-48,female,SRP092392,Not applicable,caudal fin
SRR7208821,Not applicable,WGS,assembly,202,114620860,PRJNA323589,SAMN05930489,Model organism or animal,Not applicable,279704214,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,Elizabeth River,SRX4117848,Illumina HiSeq 2500,ER-47,36.8078 N 76.2945 W,ER-47,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-47,female,SRP092392,Not applicable,caudal fin
SRR7208822,Not applicable,WGS,assembly,202,70825240,PRJNA323589,SAMN05930492,Model organism or animal,Not applicable,265763477,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,Elizabeth River,SRX4117847,Illumina HiSeq 2500,ER-50,36.8078 N 76.2945 W,ER-50,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-50,female,SRP092392,Not applicable,caudal fin
SRR7208823,Not applicable,WGS,assembly,202,758585548,PRJNA323589,SAMN05930491,Model organism or animal,Not applicable,480538568,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117846,Illumina HiSeq 2500,ER-49,36.8078 N 76.2945 W,ER-49,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-49,female,SRP092392,Not applicable,caudal fin
SRR7208824,Not applicable,WGS,assembly,202,342514634,PRJNA323589,SAMN05930670,Model organism or animal,Not applicable,354169503,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,sra,fasta","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117845,Illumina HiSeq 2500,NYC-33,40.7006 N 74.1223 W,NYC-33,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-33,female,SRP092392,Not applicable,caudal fin
SRR7208825,Not applicable,WGS,assembly,202,584694656,PRJNA323589,SAMN05930671,Model organism or animal,Not applicable,424384082,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117844,Illumina HiSeq 2500,NYC-34,40.7006 N 74.1223 W,NYC-34,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-34,male,SRP092392,Not applicable,caudal fin
SRR7208826,Not applicable,WGS,assembly,202,783735962,PRJNA323589,SAMN05930710,Model organism or animal,Not applicable,481307153,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,Sandy Hook,SRX4117843,Illumina HiSeq 2500,SH-213,40.4687 N 74.0113 W,SH-213,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-213,female,SRP092392,Not applicable,caudal fin
SRR7208827,Not applicable,WGS,assembly,202,1139030732,PRJNA323589,SAMN05930711,Model organism or animal,Not applicable,591934311,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,Sandy Hook,SRX4117842,Illumina HiSeq 2500,SH-21,40.4687 N 74.0113 W,SH-21,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-21,male,SRP092392,Not applicable,caudal fin
SRR7208828,Not applicable,WGS,assembly,202,512525712,PRJNA323589,SAMN05930716,Model organism or animal,Not applicable,398811034,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Sandy Hook,SRX4117841,Illumina HiSeq 2500,SH-26,40.4687 N 74.0113 W,SH-26,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-26,male,SRP092392,Not applicable,caudal fin
SRR7208829,Not applicable,WGS,assembly,202,930300294,PRJNA323589,SAMN05930717,Model organism or animal,Not applicable,518587729,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,Sandy Hook,SRX4117840,Illumina HiSeq 2500,SH-27,40.4687 N 74.0113 W,SH-27,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-27,male,SRP092392,Not applicable,caudal fin
SRR7208830,Not applicable,WGS,assembly,202,819100304,PRJNA323589,SAMN05930718,Model organism or animal,Not applicable,492632303,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,Sandy Hook,SRX4117839,Illumina HiSeq 2500,SH-28,40.4687 N 74.0113 W,SH-28,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-28,male,SRP092392,Not applicable,caudal fin
SRR7208831,Not applicable,WGS,assembly,202,676612736,PRJNA323589,SAMN05930719,Model organism or animal,Not applicable,445676143,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Sandy Hook,SRX4117838,Illumina HiSeq 2500,SH-29,40.4687 N 74.0113 W,SH-29,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-29,female,SRP092392,Not applicable,caudal fin
SRR7208832,Not applicable,WGS,assembly,202,1083861906,PRJNA323589,SAMN05930712,Model organism or animal,Not applicable,571998318,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,Sandy Hook,SRX4117837,Illumina HiSeq 2500,SH-22,40.4687 N 74.0113 W,SH-22,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-22,male,SRP092392,Not applicable,caudal fin
SRR7208833,Not applicable,WGS,assembly,202,1121351490,PRJNA323589,SAMN05930713,Model organism or animal,Not applicable,578389655,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,Sandy Hook,SRX4117836,Illumina HiSeq 2500,SH-23,40.4687 N 74.0113 W,SH-23,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-23,female,SRP092392,Not applicable,caudal fin
SRR7208834,Not applicable,WGS,assembly,202,683293482,PRJNA323589,SAMN05930714,Model organism or animal,Not applicable,448075699,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,Sandy Hook,SRX4117835,Illumina HiSeq 2500,SH-24,40.4687 N 74.0113 W,SH-24,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-24,male,SRP092392,Not applicable,caudal fin
SRR7208835,Not applicable,WGS,assembly,202,1048671486,PRJNA323589,SAMN05930715,Model organism or animal,Not applicable,559391106,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,Sandy Hook,SRX4117834,Illumina HiSeq 2500,SH-25,40.4687 N 74.0113 W,SH-25,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-25,male,SRP092392,Not applicable,caudal fin
SRR7208836,Not applicable,WGS,assembly,202,1486330342,PRJNA323589,SAMN05930650,Model organism or animal,Not applicable,677499863,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,sra,fasta","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,Newark,SRX4117833,Illumina HiSeq 2500,NYC-13,40.7006 N 74.1223 W,NYC-13,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-13,female,SRP092392,Not applicable,caudal fin
SRR7208837,Not applicable,WGS,assembly,202,1013744878,PRJNA323589,SAMN05930651,Model organism or animal,Not applicable,541837398,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,fasta,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117832,Illumina HiSeq 2500,NYC-14,40.7006 N 74.1223 W,NYC-14,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-14,male,SRP092392,Not applicable,caudal fin
SRR7208838,Not applicable,WGS,assembly,202,1591764040,PRJNA323589,SAMN05930493,Model organism or animal,Not applicable,724208456,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117831,Illumina HiSeq 2500,ER-51,36.8078 N 76.2945 W,ER-51,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-51,female,SRP092392,Not applicable,caudal fin
SRR7208839,Not applicable,WGS,assembly,202,388982512,PRJNA323589,SAMN05930494,Model organism or animal,Not applicable,364605399,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,Elizabeth River,SRX4117830,Illumina HiSeq 2500,ER-52,36.8078 N 76.2945 W,ER-52,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-52,female,SRP092392,Not applicable,caudal fin
SRR7208840,Not applicable,WGS,assembly,202,932176470,PRJNA323589,SAMN05930497,Model organism or animal,Not applicable,532965781,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117829,Illumina HiSeq 2500,ER-55,36.8078 N 76.2945 W,ER-55,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-55,female,SRP092392,Not applicable,caudal fin
SRR7208841,Not applicable,WGS,assembly,202,1034328678,PRJNA323589,SAMN05930498,Model organism or animal,Not applicable,561524102,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,Elizabeth River,SRX4117828,Illumina HiSeq 2500,ER-56,36.8078 N 76.2945 W,ER-56,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-56,female,SRP092392,Not applicable,caudal fin
SRR7208842,Not applicable,WGS,assembly,202,108165546,PRJNA323589,SAMN05930495,Model organism or animal,Not applicable,279704050,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,Elizabeth River,SRX4117827,Illumina HiSeq 2500,ER-53,36.8078 N 76.2945 W,ER-53,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-53,female,SRP092392,Not applicable,caudal fin
SRR7208843,Not applicable,WGS,assembly,202,894804652,PRJNA323589,SAMN05930496,Model organism or animal,Not applicable,513314564,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,Elizabeth River,SRX4117826,Illumina HiSeq 2500,ER-54,36.8078 N 76.2945 W,ER-54,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-54,female,SRP092392,Not applicable,caudal fin
SRR7208844,Not applicable,WGS,assembly,202,1082581630,PRJNA323589,SAMN05930501,Model organism or animal,Not applicable,580109150,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,Elizabeth River,SRX4117825,Illumina HiSeq 2500,ER-59,36.8078 N 76.2945 W,ER-59,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-59,female,SRP092392,Not applicable,caudal fin
SRR7208845,Not applicable,WGS,assembly,202,1019974962,PRJNA323589,SAMN05930502,Model organism or animal,Not applicable,557917543,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,Elizabeth River,SRX4117824,Illumina HiSeq 2500,ER-60,36.8078 N 76.2945 W,ER-60,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-60,female,SRP092392,Not applicable,caudal fin
SRR7208846,Not applicable,WGS,assembly,202,1030755500,PRJNA323589,SAMN05930499,Model organism or animal,Not applicable,555891185,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117823,Illumina HiSeq 2500,ER-57,36.8078 N 76.2945 W,ER-57,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-57,female,SRP092392,Not applicable,caudal fin
SRR7208847,Not applicable,WGS,assembly,202,556468186,PRJNA323589,SAMN05930500,Model organism or animal,Not applicable,414806864,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Elizabeth River,SRX4117822,Illumina HiSeq 2500,ER-58,36.8078 N 76.2945 W,ER-58,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-58,female,SRP092392,Not applicable,caudal fin
SRR7208848,Not applicable,WGS,assembly,202,1198567404,PRJNA323589,SAMN05930593,Model organism or animal,Not applicable,610893772,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117821,Illumina HiSeq 2500,KC-55,37.3016 N 76.4226 W,KC-55,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-55,female,SRP092392,Not applicable,caudal fin
SRR7208849,Not applicable,WGS,assembly,202,680988460,PRJNA323589,SAMN05930705,Model organism or animal,Not applicable,444991675,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,Sandy Hook,SRX4117820,Illumina HiSeq 2500,SH-209,40.4687 N 74.0113 W,SH-209,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-209,female,SRP092392,Not applicable,caudal fin
